id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
370172,No Time to Die,Action-Adventure-Thriller,en,Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected leading Bond onto the trail of a mysterious villain armed with dangerous new technology.,89.622,EON Productions-Metro-Goldwyn-Mayer-Universal Pictures,9/29/21,250000000,774153007,163,Released,The mission that changes everything begins��_,7.397,5666,Daniel Craig-L�a Seydoux-Rami Malek-Lashana Lynch-Ralph Fiennes-Ben Whishaw-Naomie Harris-Jeffrey Wright-Ana de Armas-Billy Magnussen-Christoph Waltz-Rory Kinnear-David Dencik-Dali Benssalah-Lisa-Dorah Sonnet-Coline Defaud-Mathilde Bourbin-Hugh Dennis-Priyanga Burford-Joe Grossi-Nicola Olivieri-Pio Amato-Javone Prince-Davina Moon-Mattia Lacovone-Giansalvatore Duca-Amy Morgan-Lizzie Winkler-Andrei Nova-Ernest Gromov-Gediminas Adomaitis-Andy Cheung-Brigitte Millar-Hayden Phillips-Winston Ellis-Adnan Rashed-Rae Lim-Chi Chan-Denis Khoroshko-Lourdes Faberes-Philip Philmar-Raymond Waring-Eliot Sumner-Rod Hunt-Michael Mercer-Gemmar Mcfarlane-Leighton Laing-Kimo Armstrong-Gordon Alexander-Steve Barnett-Tuncay Gunes-Clem So-Ahmed Bakare-Douglas Bunn-Toby Sauerback-Zoltan Rencsar-John Farrer-Paul O'Kelly-Michael G. Wilson-Michael Herne-Julian Ferro-Ross Donnelly,based on novel or book-forgiveness-poison-spy-mi6-family-british secret service-parents-global threat-nanobots,/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,/r2GAjd4rNOHJh6i6Y0FntmYuPQW.jpg,370712-94605-438631-512195-566525-580489-550988-524434-624860-617653-206647-497698-36557-565770-476669-522402-646380-634649-414906-10764-425909
118340,Guardians of the Galaxy,Action-Science Fiction-Adventure,en,Light years from Earth 26 years after being abducted Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.,226.317,Marvel Studios,7/30/14,170000000,772776600,121,Released,All heroes start somewhere.,7.904,25891,Chris Pratt-Zoe Salda�a-Dave Bautista-Vin Diesel-Bradley Cooper-Lee Pace-Michael Rooker-Karen Gillan-Djimon Hounsou-John C. Reilly-Glenn Close-Benicio del Toro-Laura Haddock-Sean Gunn-Peter Serafinowicz-Christopher Fairbank-Krystian Godlewski-Wyatt Oleff-Gregg Henry-Janis Ahern-Solomon Mousley-Lindsay Morton-Robert Firth-Melia Kreiling-Tom Proctor-Nick Holmes-Max Wrottesley-Stan Lee-Nicole Alexandra Shipley-Sharif Atkins-Brendan Fehr-Tomas Arana-Mikaela Hoover-Emmett Scanlan-Dominic Grant-Spencer Wilding-Alison Lintott-Alexis Rodney-Nathan Fillion-Keeley Forsyth-Frank Gilhooley-Alexis Denisof-Enzo Cilenti-Richard Katz-Ene Frost-Ronan Summers-Ophelia Lovibond-Laura Ortiz-Marama Corlett-Rosie Jones-Abidemi Sobande-Alex Rose-Ekaterina Zalitko-Emily Redding-Stephen Blackehart-Jennifer Moylan-Taylor-Bruce Mackinnon-Ralph Ineson-Rob Zombie-Naomi Ryan-John Brotherton-Graham Shiels-James Gunn-Douglas Robson-Rachel Cullen-Isabella Poynton-Imogen Poynton-David Yarovesky-Miriam Lucia-Josh Brolin-Lloyd Kaufman-Tyler Bates-Seth Green-Jozef Aoki,spacecraft-based on comic-space-orphan-adventurer-aftercreditsstinger-duringcreditsstinger-marvel cinematic universe (mcu),/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,/uLtVbjvS1O7gXL8lUOwsFOH4man.jpg,283995-100402-99861-76338-271110-102899-24428-1726-10195-1771-284052-68721-10138-127585-315635-284053-293660-284054-299536-1724-177572
414906,The Batman,Crime-Mystery-Thriller,en,In his second year of fighting crime Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.,165.673,6th & Idaho-Dylan Clark Productions-DC Films-Warner Bros. Pictures,3/1/22,185000000,770945583,177,Released,Unmask the truth.,7.714,8191,Robert Pattinson-Zo� Kravitz-Paul Dano-Jeffrey Wright-John Turturro-Peter Sarsgaard-Andy Serkis-Colin Farrell-Jayme Lawson-Gil Perez-Abraham-Peter McDonald-Con O'Neill-Alex Ferns-Rupert Penry-Jones-Charlie Carver-Max Carver-Barry Keoghan-Kosha Engler-Archie Barnes-Janine Harouni-Hana Hrzic-Joseph Walker-Luke Roberts-Oscar Novak-Stella Stocker-Sandra Dickinson-Jack Bennett-Andre Nightingale-Richard James-Neale-Lorraine Tai-Joseph Balderrama-James Eeles-Dave Simon-Angela Yeoh-Leemore Marrett Jr.-Ezra Elliott-Itoya Osagiede-Stewart Alexander-Adam Rojko Vega-Heider Ali-Marcus Onilude-Elena Saurel-Ed Kear-Sid Sagar-Amanda Blake-Todd Boyce-Brandon Bassir-Will Austin-Chabris Napier-Lawrence-Douglas Russell-Phil Aizlewood-Mark Killeen-Philip Shaun McGuinness-Lorna Brown-Elliot Warren-Jay Lycurgo-Stefan Race-Elijah Baker-Craige Middleburg-Akie Kotabe-Spike Fearn-Urielle Klein-Mekongo-Bronson Webb-Madeleine Gray-Ste Johnston-Arthur Lee-Parry Glasspool-Jordan Coulson-Hadas Gold-Pat Battle-Bobby Cuza-Dean Meminger-Roma Torre-Mike Capozzola-Amanda Hurwitz-Joshua Eldridge-Smith-Daniel Rainford-Nathalie Armin-Jose Palma-Kazeem Tosin Amore-Rodrig Andrisan-Craig Douglas,crime fighter-secret identity-nightclub-politician-police-psychopath-vigilante-superhero-based on comic-organized crime-serial killer-millionaire-social injustice-murder investigation-aftercreditsstinger-masked superhero-political corruption-neo-noir-vengeance-mayoral election,/74xTEgt7R36Fpooo50r9T25onhq.jpg,/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,327749-360606-1010821-1028938-453395-773867-634649-146034-526896-335787-572261-454467-253805-639933-253021-338953-508947-361743-100784-524434-696806
591,The Da Vinci Code,Thriller-Mystery,en,A murder in Paris�� Louvre Museum and cryptic clues in some of Leonardo da Vinci��s most famous paintings lead to the discovery of a religious mystery. For 2000 years a secret society closely guards information that ��� should it come to light ��� could rock the very foundations of Christianity.,39.207,Imagine Entertainment-Skylark Productions,5/17/06,125000000,767800000,149,Released,Seek the truth,6.724,8845,Tom Hanks-Audrey Tautou-Ian McKellen-Jean Reno-Paul Bettany-Alfred Molina-J�_rgen Prochnow-Jean-Yves Berteloot-Etienne Chicot-Jean-Pierre Marielle-Marie-Fran�_oise Audollent-Rita Davies-Francesco Carnelutti-Seth Gabel-Shane Zaza-Andy Clark-Fausto Maria Sciarappa-Joe Grossi-Denis Podalyd��s-Harry Taylor-Clive Carter-Garance Mazureck-Daisy Doidge-Hill-Lilli-Ella Kelleher-Crisian Emanuel-Charlotte Graham-Xavier de Guillebon-Tonio Descanvelle-David Bark-Jones-Seretta Wilson-Eglantine Rembauville-Nicolle-Dan Tondowski-Aewia Huillet-Roland John-Leopoldie-David Saracino-Lionel Guy-Bremond-Yves Aubert-Rachael Black-Dez Drummond-Mark Roper-Brock Little-Matthew Butler-Hart-Roland Menou-Hugh Mitchell-Tina Maskell-Peter Pedrero-Sam Mancuso-Andre Lillis-Mario Vernazza-Agathe Natanson-Daz Parker-Andy Robb-Tom Barker-Maggie McEwan-Michael Bertenshaw-Sarah Wildor-David Bertrand-Dan Brown,paris france-based on novel or book-holy grail-christianity-monk-secret society-louvre museum-heresy-mona lisa (la gioconda)-freemason-pentagram-conspiracy-tomb-catholicism-cryptologist-iconography-albino-sect,/tYXOOkDxJ7jSvUX5j1Hbks1GjBZ.jpg,/66oSbVOmD4W7S6ILRPssYt51ab4.jpg,13448-207932-8358-2059-652-594-787-9738-8960-310-1593-298-2048-163-6479-608-161-1979-73731-435-564
8587,The Lion King,Family-Animation-Drama,en,A young lion prince is cast out of his pride by his cruel uncle who claims he killed his father. While the uncle rules with an iron paw the prince grows up beyond the Savannah living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?,113.759,Walt Disney Pictures-Walt Disney Feature Animation,6/24/94,45000000,763455561,89,Released,Life's greatest adventure is finding your place in the Circle of Life.,8.256,17204,Matthew Broderick-Moira Kelly-Nathan Lane-Ernie Sabella-Robert Guillaume-Rowan Atkinson-James Earl Jones-Jeremy Irons-Jonathan Taylor Thomas-Niketa Calame-Harris-Whoopi Goldberg-Cheech Marin-Jim Cummings-Madge Sinclair-Zoe Leader-Frank Welker-Cathy Cavadini-Judi M. Durand-Daamen J. Krall-David McCharen-Mary Linda Phillips-Phil Proctor-David J. Randolph-Brian Tochi,father murder-loss of loved one-africa-lion-manipulation-redemption-musical-uncle-murder-warthog-shaman-king-scar-family-hyena-meerkat-nature-hamlet-mandrill-murder confession-wildebeest,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,862-12-585-812-10020-9732-425-808-10193-953-10681-14160-9806-38757-2062-863-10144-11430-20352-10674-10191
616037,Thor: Love and Thunder,Fantasy-Action-Comedy,en,After his retirement is interrupted by Gorr the God Butcher a galactic killer who seeks the extinction of the gods Thor Odinson enlists the help of King Valkyrie Korg and ex-girlfriend Jane Foster who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher��s vengeance and stop him before it��s too late.,394.087,Marvel Studios-Kevin Feige Productions,7/6/22,250000000,760928081,119,Released,The one is not the only.,6.625,5488,Chris Hemsworth-Natalie Portman-Christian Bale-Tessa Thompson-Taika Waititi-Jaimie Alexander-Russell Crowe-Chris Pratt-Karen Gillan-Dave Bautista-Pom Klementieff-Sean Gunn-Vin Diesel-Bradley Cooper-Idris Elba-Carly Rees-Kat Dennings-Brett Goldstein-Stellan Skarsg�rd-Luke Hemsworth-Matt Damon-Sam Neill-Melissa McCarthy-Ben Falcone-Suren Jayemanne-Natasha Cheng-Stephen Curry-Bobby Holland Hanton-Daley Pearson-Dianne Close-Greg Mitchell-Briegh Winderbaum-Mayzie Winderbaum-Izaac Winderbaum-Alanis Long Borrello-Luka Bale-Kieron L. Dyer-India Rose Hemsworth-Simon Russell Beale-Manny Spero-Jonny Brugh-Andrew Crawford-Chanique Greyling-Brooke Satchwell-Elsa Pataky-Zia Kelly-Rosangela Fasano-Cameron Chapek-Tristan Hemsworth-Samson Alston-Alan Spies-Eliza Matengu-Shari Sebbens-Victoria Zerbst-Johnny Nasser-Jenna Owen-Gemma Dart-Victoria Ferrara-Ava Rodrigo-Porter-Elsa Rodrigo-Porter-Kaan Guldur-Indeia Booc-Indiana Ierano-Cayla Sutherland-Tui Vincent-Garth Wood-Yure Covich-Matatia Foa'i-Alan Dukes-Alan Tsibulya-Arka Das-Simona Paparelli-Nico Cortez-Priscilla Doueihy-Nicole Milinkovic-Chayla Korewha-Imaan Hadchiti-Carmen Foon-Clariza Vicente-Kuni Hashimoto-Stephen Hunter-Justin Paul Hitchcock-Nazih Kheir-Tatyana Gillam-Indiana Evans-Samantha Allsop-Olivia Vasquez-Adam Todd-Josh Heuston-David Hambly-Janessa Dufty-Ava Caryofyllis-Chlo� Gouneau-Ben Sinclair-Jane Yubin Kim-Dave Cory-Te Kainga O'Te Hinekahu Waititi-Matewa Kiritapu Waititi-Sasha Hemsworth-Aleph Millepied-Amalia Millepied-Rex Bale-Molly Moriarty-Hannah Gray-Luc Barrett-Luca Darda-Bo Chambers-Zali Mae Harrison-Leeton Alan Ingrey-Evan Stanhope-Jessica May Lynne-Jaimee Rose Lynn-Kim Thien Doan-Simone Landers-Sienna Ngeru-Rafael Siemer-Gabriel Siemer-Ronin Fabi-Arias Vang-Corban Ierano-Xander Mouradian-Jacob Yee-Zachary Levi-Ray Stevenson-Tadanobu Asano-Tom Hiddleston,ex-girlfriend-hero-greek mythology-sequel-superhero-based on comic-shadow-norse mythology-aftercreditsstinger-duringcreditsstinger-marvel cinematic universe (mcu)-heroes-norse god-colorless-child abduction-thor,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,539681-610150-985939-629176-2-45920-438148-782116-553429-479669-507086-760741-697071-361743-766507-718789-74431-532639-631330-225145
384018,Fast & Furious Presents: Hobbs & Shaw,Action-Adventure-Comedy,en,Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity they join forces to defeat him.,130.097,Universal Pictures-Chris Morgan Productions-Seven Bucks Productions,8/1/19,200000000,760098996,137,Released,Nothing is stronger than family.,6.865,6149,Dwayne Johnson-Jason Statham-Idris Elba-Vanessa Kirby-Helen Mirren-Eiza Gonz��lez-Eddie Marsan-Eliana Su'a-Cliff Curtis-Lori Pelenise Tuisano-John Tui-Joshua Mauga-Joe Anoa'i-Rob Delaney-Alex King-Tom Wu-John Macdonald-Georgia Meacham-Laura Porta-Ima Caryl-Shiloh Coke-Joshua Coombes-Meesha Garbett-Harry Hickles-Lucy McCormick-Stephen Mitchell-Akie Kotabe-Felicity Dean-Pete White-Peter Basham-Noah Maxwell Clarke-Joel MacCormack-Vineeta Rishi-Ryan Reynolds-David Mumeni-Gavin Esler-Ansu Kabia-Stephanie Vogt-Dan Li-Adam Ganne-Antonio Mancino-Dan H. McCormick-Thalissa Teixeira-James Dryden-Katia Elizarova-Ella-Rae Smith-Rain Chan-Lee Anne Nyagodzi-Maria Sergejeva-Mackenzie Proll-Jack Kane-Nathan Jones-Spencer Wilding-Axel Nu-Stephen Dunlevy-Timothy Connolly-David Leitch-Michael Wildman-Jobe Allen-Manoj Anand-Lasco Atkins-Pualani Avaeoru-Leo Ayres-Philip John Bailey-Lyon Beckwith-Daniel Bernhardt-Kishore Bhatt-Martin Bratanov-Sergio Briones-Jill Buchanan-Abbey Butler-Conlan Casal-Tim Connolly-Samantha Corcoran-Richard Curtis-James 'JD Knight' Dunn-Daniel Eghan-Viktorija Faith-Francesca Fraser-Vikrem Singh-Michel Alexandre Gonzalez-Mark Gooden-Sonia Goswami-Layne Hannemann-Kevin Hart-Patrick Doran-Ruth Horrocks-Kalanikauleleiaiwi Jardine-Kyle Leatherberry-Westley LeClay-Steven Lewington-Marian Lorencik-Teresa Mahoney-Stephen McGowan-Peter Parker Mensah-Kelemete Misipeka-Pingi Moli-Richard James Montgomery-Sascha Panknin-Hio Pelesasa-Richard Price-Peter Rooney-Israel Ruiz-Rubens Saboia-Ben Santos-Dave Simon-David Sturgeon-Matt Symonds-Matt Townsend-Rutvig Vaid-Jay Waddell-Nicholas Walker-Ryan Bailey-Kevin Hart,london england-biological weapon-secret organization-family clan-spin off-family reunion-buddy comedy-samoa-aftercreditsstinger-duringcreditsstinger-buddy movie-mother son relationship-father daughter relationship-brother sister relationship,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,337339-429617-458156-423204-420818-168259-9615-13804-51497-512200-320288-479455-584-453405-82992-373571-299534-385128-509967-290859-9799
102651,Maleficent,Fantasy-Adventure-Action-Family-Romance,en,A beautiful pure-hearted young woman Maleficent has an idyllic life growing up in a peaceable forest kingdom until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector but she ultimately suffers a ruthless betrayal ��� an act that begins to turn her heart into stone. Bent on revenge Maleficent faces an epic battle with the invading King's successor and as a result places a curse upon his newborn infant Aurora. As the child grows Maleficent realizes that Aurora holds the key to peace in the kingdom ��� and to Maleficent's true happiness as well.,76.437,Walt Disney Pictures-Roth Films,5/28/14,180000000,758539785,97,Released,Don't believe the fairy tale.,7.09,12121,Angelina Jolie-Elle Fanning-Imelda Staunton-Sharlto Copley-Lesley Manville-Juno Temple-Sam Riley-Brenton Thwaites-Kenneth Cranham-Sarah Flind-Michael Higgins-Isobelle Molloy-Jackson Bews-Ella Purnell-Jamie Sives-Angus Wright-Hannah New-Oliver Maltman-Gary Cargill-John O'Toole-Janet McTeer-Harry Attwell-Mark Caven-James Hicks-Anthony May-Stephan Chase-Chris Leaney-Jamie Maclachlan-Vivienne Jolie-Pitt-Eleanor Worthington-Cox-John Macmillan-Tim Treloar-Peter G. Reed-Marama Corlett-Liam McKenna-Steven Cree-Sandy Fox-James Ayling-Raf Cross-Alfred Camp-Terri Douglas-Damon Driver-Josh Dyer-Stephanie Elstob-Ellis Fuller-Craig Garner-Alexander Gillison-Victoria Gugenheim-Daniel Harland-Kara Lily Hayworth-John Heartstone-Matt Hookings-Craig Izzard-Ceri Jerome-Zahara Jolie-Pitt-Lee Edward Jones-Hrvoje Klecz-Karen Mkrtchyan-Jo�o Costa Menezes-Matthew John Morley-Steven John Nice-Jo Osmond-Andrew James Porter-Guy Potter-Marc Rolfe-Jd Roth-round-Julian Seager-Daniel Stisen-Leo Suter-Tom Swacha-Richard Summers-Calvert,fairy-fairy tale-villain-betrayal-curse-dark fantasy-based on fairy tale-retelling-literary adaptation-wings-live action remake,/ik8PugpL41s137RAWEGTAWu0dPo.jpg,/xjotE7aFdZ0D8aGriYjFOtDayct.jpg,109445-157350-150689-101299-222935-62177-198663-131631-38757-127585-118-12155-262500-8966-18239-50620-177572-420809-240832-82702-102382
1930,The Amazing Spider-Man,Action-Adventure-Fantasy,en,Peter Parker is an outcast high schooler abandoned by his parents as a boy leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father he begins a quest to understand his parents' disappearance ��� leading him directly to Oscorp and the lab of Dr. Curt Connors his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego The Lizard Peter will make life-altering choices to use his powers and shape his destiny to become a hero.,103.377,Marvel Entertainment-Laura Ziskin Productions-Columbia Pictures-Matt Tolmach Productions-Avi Arad Productions,6/23/12,215000000,757930663,136,Released,The untold story begins.,6.682,15788,Andrew Garfield-Emma Stone-Rhys Ifans-Denis Leary-Martin Sheen-Sally Field-Max Charles-Campbell Scott-Embeth Davidtz-Chris Zylka-Irrfan Khan-C. Thomas Howell-Jake Keiffer-Hannah Marks-Kari Coleman-Michael Barra-Leif Gantvoort-Andy Pessoa-Kelsey Asbille-Kevin McCorkle-Andy Gladbach-Ring Hendricks-Tellefsen-Barbara Eve Harris-Stan Lee-Danielle Burgio-Tom Waite-Keith Campbell-Steve DeCastro-Jill Flint-Mark Daugherty-Milton Gonz��lez-Skyler Gisondo-Charlie DePew-Jacob Rodier-Vincent Laresca-Damien Lemon-Ty Upshaw-James Chen-Alexander Bedria-Tia Texada-Jay Caputo-John Burke-Terry Bozeman-Jennifer Lyons-Michael Massee-Amber Stevens West-Max Bogner-Ethan Cohn-Miles Elliot-Miranda LaDawn Hill-Amanda MacDonald-Maury Morgan-Michael Papajohn,loss of loved one-experiment-vigilante-superhero-based on comic-teenage girl-violent death-teenage boy-super power-spider bite-masked vigilante-reboot-genetic engineering-social outcast-death of husband-duringcreditsstinger-teenage hero-virus-teenage angst-vigilante justice,/jIfkQNARYyERqRAq1p1c8xgePp4.jpg,/sLWUtbrpiLp23a0XDSiUiltdFPJ.jpg,102382-559-557-558-10138-68721-24428-1771-10195-1726-49538-49026-49521-70160-1865-2080-272-76338-36657-37724-1724
131631,The Hunger Games: Mockingjay - Part 1,Science Fiction-Adventure-Thriller,en,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,161.029,Lionsgate-Color Force,11/19/14,125000000,755356711,123,Released,Fire burns brighter in the darkness,6.804,14974,Jennifer Lawrence-Josh Hutcherson-Liam Hemsworth-Woody Harrelson-Elizabeth Banks-Julianne Moore-Philip Seymour Hoffman-Jeffrey Wright-Stanley Tucci-Donald Sutherland-Willow Shields-Sam Claflin-Jena Malone-Mahershala Ali-Natalie Dormer-Wes Chatham-Elden Henson-Patina Miller-Evan Ross-Paula Malcomson-Sarita Choudhury-Stef Dawson-Robert Knepper-Caitlin Fowler-Jada Taylor-Nicholas Pryor-Donna Biscoe-Michael Garza-Erika Bierman-Jenique Bennett-Rus Blackwell-Stevie Ray Dallimore-Breann Couch-Jordan Woods-Robinson-Katie Sawhill-Jackson Mizell-Charles Kronmuller-Jennifer Cocker-Marshall Choka-Tyler Lee Allen-Jasmine Ahnie-Brayden Patterson-Emma Elle Roberts-Molly Evensen-William Frasca-Joe Crosson-Gregory Fears-Charles White Jr.-Angel Giuffria-Ryan DeLaney,based on novel or book-resistance-dystopia-post-apocalyptic future-sequel-female protagonist-bow and arrow-game-future war-revolt-class prejudice-human subjugation-based on young adult novel,/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,/tFlSDoWQsAZ2qjICKzfP5Yw6zM5.jpg,327749-131634-101299-70160-360606-1028938-262500-198663-157350-1029119-67200-12444-12445-122917-294254-454467-675-767-109445-672-674
10192,Shrek Forever After,Comedy-Adventure-Fantasy-Animation-Family,en,A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again but when he's duped and sent to a twisted version of Far Far Away���where Rumpelstiltskin is king ogres are hunted and he and Fiona have never met���he sets out to restore his world and reclaim his true love.,123.12,DreamWorks Animation,5/16/10,165000000,752600000,93,Released,It ain't Ogre... Til it's Ogre,6.355,6850,Mike Myers-Eddie Murphy-Cameron Diaz-Antonio Banderas-Walt Dohrn-Julie Andrews-John Cleese-Jon Hamm-Jane Lynch-Craig Robinson-Lake Bell-Kathy Griffin-Mary Kay Place-Kristen Schaal-Meredith Vieira-Ryan Seacrest-Cody Cameron-Larry King-Regis Philbin-Christopher Knights-Conrad Vernon-Aron Warner-Jasper Johannes Andrews-Ollie Mitchell-Miles Bakshi-Nina Zoe Bakshi-Billie Hayes-Jeremy Hollingworth-Brian Hopkins-Chris Miller-Mike Mitchell-James Ryan-Ashley Boettcher-Danielle Soibelman-Frank Welker,sequel-ogre,/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg,/gVl6aX2paJIHpMxAAe8X36VNExi.jpg,810-809-808-10527-8355-953-80321-950-9502-46195-13053-49444-425-57800-5559-22794-15512-863-38757-38055-10555
127585,X-Men: Days of Future Past,Action-Adventure-Science Fiction,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past ��� to save our future.,53.206,Bad Hat Harry Productions-The Donners' Company-Simon Kinberg Productions-20th Century Fox,5/15/14,250000000,747862775,132,Released,"To save the future, they must alter the past.",7.5,14182,Hugh Jackman-James McAvoy-Michael Fassbender-Jennifer Lawrence-Nicholas Hoult-Patrick Stewart-Ian McKellen-Halle Berry-Elliot Page-Peter Dinklage-Anna Paquin-Evan Peters-Josh Helman-Shawn Ashmore-Omar Sy-Daniel Cudmore-Fan Bingbing-Adan Canto-Booboo Stewart-Evan Jonigkeit-Famke Janssen-James Marsden-Kelsey Grammer-Lucas Till-Mark Camacho-Zehra Leverman-Alexander Felici-Jan Gerste-Massimo Cannistraro-Mike Dopud-Lee Villeneuve-Andreas Apergis-Robert Montcalm-Gregg Lowe-Jaa Smith-Johnson-Alex Ivanovici-Alain Dahan-Freddy Bessa-Patricia Tougas-Michael Lerner-Chris Claremont-Len Wein-Fran�_ois Paquette-Zabryna Guevara-Angela Galuppo-Milo Chang Sigel-Kiana Chang Sigel-Victor Cornfoot-Brent Skagford-Kyle Gatehouse-John-S�bastien C��t�-St�phane Julien-Taris Tyler-Darryl Scheelar-Thai-Hoa Le-Johnny Tran-Hryhoriy Hlady-Dang Quoc Thinh-Vladimir Aksenov-Jimmy Chan-Julian Casey-Robert Crooks-Matt Cooke-Tim Post-Jason Deline-Karine Vanasse-Pierre Leblanc-Jude Beny-Arthur Holden-Susanna Fournier-Andrew Peplowski-John Sanford Moore-Moe Jeudy-Lamour-Harry Standjofski-Brianna Bone-Neil Napier-Jason Koehler-Miya Shelton-Contreras-Mizinga Mwinga-Christian Jadah-Brendan Pedder-Bryan Singer-Morgan Lily-Sean Curley,1970s-mutant-time travel-based on comic-superhuman-storm-political intrigue��-extinction-beast-claws-aftercreditsstinger-changing the past or future,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,/fctQU5MoXgJ5pNMljFzlEFXwfSu.jpg,246655-468015-803843-758982-477295-600360-750741-49538-919459-107488-36658-36668-76170-100402-36657-2080-56497-76338-44090-102382-118340
80321,Madagascar 3: Europe's Most Wanted,Animation-Family-Comedy-Adventure,en,Animal pals Alex Marty Melman and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent Alex and company are forced to hide out in a traveling circus.,70.042,DreamWorks Animation,6/6/12,145000000,746921274,93,Released,They Have One Shot to Get Back Home.,6.6,5426,Ben Stiller-Chris Rock-David Schwimmer-Jada Pinkett Smith-Frances McDormand-Sacha Baron Cohen-Andy Richter-Cedric the Entertainer-Jessica Chastain-Bryan Cranston-Martin Short-Paz Vega-Frank Welker-Tom McGrath-Chris Miller-Christopher Knights-Conrad Vernon-Vinnie Jones-Steve Jones-Nick Fletcher-Danny Jacobs-Dan O'Connor-Eric Darnell-Stephen Kearin-Emily Nordwind-Asucena Jimenez,circus-lion-zoo-hippopotamus-giraffe-penguin-madagascar-friendship-cartoon-zebra-slapstick comedy-animal-lemur-talking animals,/cF3NBLvutUyhliNcnnhNdX4NI9U.jpg,/pGa4217asjzjepco86110xLWjE4.jpg,10527-953-57800-8355-46195-49444-10192-950-810-9502-49013-425-13053-22794-76492-809-15512-38055-49519-81188-41513
